"";"satz";"inhalt";"satzlaenge"
"6169";217;"Wie oft hat man Sie schon aus den Auszahlungsräumen hinausgeworfen, wie Sie es mit Ihren ganz, vollständig und ausnahmslos unberechtigten Forderungen verdienen!";22
"6170";218;"Wie oft sind Sie von dort in die Hauptkassa gelaufen gekommen!";11
"6171";219;"Wie oft hat man Ihnen im guten gesagt, daß Schubal Ihr unmittelbarer Vorgesetzter ist, mit dem allein Sie sich als ein Untergebener abzufinden haben!";24
"6172";220;"Und jetzt kommen Sie gar noch her, wenn der Herr Kapitän da ist, schämen sich nicht, sogar ihn zu belästigen, sondern entblöden sich nicht einmal, als eingelernten Stimmführer Ihrer abgeschmackten Beschuldigungen diesen Kleinen mitzubringen, den ich überhaupt zum erstenmal auf dem Schiffe sehe!«";43
"6173";221;"Karl hielt sich mit Gewalt zurück, vorzuspringen.";7
"6174";222;"Aber schon war auch der Kapitän da, welcher sagte: »Hören wir den Mann doch einmal an.";16
"6175";223;"Der Schubal wird mir sowieso mit der Zeit viel zu selbständig, womit ich aber nichts zu Ihren Gunsten gesagt haben will.«";21
"6176";224;"Das letztere galt dem Heizer, es war nur natürlich, daß er sich nicht sofort für ihn einsetzen konnte, aber alles schien auf dem richtigen Wege.";25
"6177";225;"Der Heizer begann seine Erklärungen und überwand sich gleich am Anfang, indem er Schubal mit »Herr« titulierte.";17
"6178";226;"Wie freute sich Karl am verlassenen Schreibtisch des Oberkassiers, wo er eine Briefwaage immer wieder niederdrückte vor lauter Vergnügen. – Herr Schubal ist ungerecht!";23
"6179";227;"Herr Schubal bevorzugt die Ausländer!";5
"6180";228;"Herr Schubal verwies den Heizer aus dem Maschinenraum und ließ ihn Klosette reinigen, was doch gewiß nicht des Heizers Sache war! – Einmal wurde sogar die Tüchtigkeit des Herrn Schubal angezweifelt, die eher scheinbar als wirklich vorhanden sein sollte.";38
"6181";229;"Bei dieser Stelle starrte Karl mit aller Kraft den Kapitän an, zutunlich, als sei er sein Kollege, nur damit er sich durch die etwas ungeschickte Ausdrucksweise des Heizers nicht zu dessen Ungunsten beeinflussen lasse.";34
"6182";230;"Immerhin erfuhr man aus den vielen Reden nichts Eigentliches, und wenn auch der Kapitän noch immer vor sich hinsah, in den Augen die Entschlossenheit, den Heizer diesmal bis zu Ende anzuhören, so wurden doch die anderen Herren ungeduldig, und die Stimme des Heizers regierte bald nicht mehr unumschränkt in dem Raume, was manches befürchten ließ.";55
"6183";231;"Als erster setzte der Herr in Zivil sein Bambusstöckchen in Tätigkeit und klopfte, wenn auch nur leise, auf das Parkett.";20
"6184";232;"Die anderen Herren sahen natürlich hie und da hin, die Herren von der Hafenbehörde, die offenbar pressiert waren, griffen wieder zu den Akten und begannen, wenn auch noch etwas geistesabwesend, sie durchzusehen, der Schiffsoffizier rückte seinen Tisch wieder näher, und der Oberkassier, der gewonnenes Spiel zu haben glaubte, seufzte aus Ironie tief auf.";53
"6185";233;"Von der allgemein eintretenden Zerstreuung schien nur der Diener bewahrt, der von den Leiden des unter die Großen gestellten armen Mannes einen Teil mitfühlte und Karl ernst zunickte, als wolle er damit etwas erklären.";34
"6186";234;"Inzwischen ging vor den Fenstern das Hafenleben weiter, ein flaches Lastschiff mit einem Berg von Fässern, die wunderbar verstaut sein mußten, daß sie nicht ins Rollen kamen, zog vorüber und erzeugte in dem Zimmer fast Dunkelheit; kleine Motorboote, die Karl jetzt, wenn er Zeit gehabt hätte, genau hätte ansehen können, rauschten nach den Zuckungen der Hände eines am Steuer aufrecht stehenden Mannes schnurgerade dahin!";64
"6187";235;"Eigentümliche Schwimmkörper tauchten hie und da selbständig aus dem ruhelosen Wasser, wurden gleich wieder überschwemmt und versanken vor dem erstaunten Blick; Boote der Ozeandampfer wurden von heiß arbeitenden Matrosen vorwärtsgerudert und waren voll von Passagieren, die darin, so wie man sie hineingezwängt hatte, still und erwartungsvoll saßen, wenn es auch manche nicht unterlassen konnten, die Köpfe nach den wechselnden Szenerien zu drehen.";62
"6188";236;"Eine Bewegung ohne Ende, eine Unruhe, übertragen von dem unruhigen Element auf die hilflosen Menschen und ihre Werke!";18
"6189";237;"Aber alles mahnte zur Eile, zur Deutlichkeit, zu ganz genauer Darstellung; aber was tat der Heizer?";16
"6190";238;"Er redete sich allerdings in Schweiß, die Papiere auf dem Fenster konnte er längst mit seinen zitternden Händen nicht mehr halten; aus allen Himmelsrichtungen strömten ihm Klagen über Schubal zu, von denen seiner Meinung nach jede einzelne genügt hätte, diesen Schubal vollständig zu begraben, aber was er dem Kapitän vorzeigen konnte, war nur ein trauriges Durcheinanderstrudeln aller insgesamt.";58
"6191";239;"Längst schon pfiff der Herr mit dem Bambusstöckchen schwach zur Decke hinauf, die Herren von der Hafenbehörde hielten schon den Offizier an ihrem Tisch und machten keine Miene, ihn je wieder loszulassen, der Oberkassier wurde sichtlich nur durch die Ruhe des Kapitäns vor dem Dreinfahren zurückgehalten, der Diener erwartete in Habachtstellung jeden Augenblick einen auf den Heizer bezüglichen Befehl seines Kapitäns.";61
"6192";240;"Da konnte Karl nicht mehr untätig bleiben.";7
"6193";241;"Er ging also langsam zu der Gruppe hin und überlegte im Gehen nur desto schneller, wie er die Sache möglichst geschickt angreifen könnte.";23
"6194";242;"Es war wirklich höchste Zeit, noch ein kleines Weilchen nur, und sie konnten ganz gut beide aus dem Büro fliegen.";20
"6195";243;"Der Kapitän mochte ja ein guter Mann sein und überdies gerade jetzt, wie es Karl schien, irgendeinen besonderen Grund haben, sich als gerechter Vorgesetzter zu zeigen, aber schließlich war er kein Instrument, das man in Grund und Boden spielen konnte – und gerade so behandelte ihn der Heizer, allerdings aus seinem grenzenlos empörten Innern heraus.";54
"6196";244;"Karl sagte also zum Heizer: »Sie müssen das einfacher erzählen, klarer, der Herr Kapitän kann es nicht würdigen, so wie Sie es ihm erzählen.";24
"6197";245;"Kennt er denn alle Maschinisten und Laufburschen beim Namen oder gar beim Taufnamen, daß er, wenn Sie nur einen solchen Namen aussprechen, gleich wissen kann, um wen es sich handelt?";30
"6198";246;"Ordnen Sie doch Ihre Beschwerden, sagen Sie die wichtigste zuerst und absteigend die anderen, vielleicht wird es dann überhaupt nicht mehr nötig sein, die meisten auch nur zu erwähnen.";29
"6199";247;"Mir haben Sie es doch immer so klar dargestellt!«";9
"6200";248;"›Wenn man in Amerika Koffer stehlen kann, kann man auch hie und da lügen‹, dachte er zur Entschuldigung.";18
"6201";249;"Wenn es aber nur geholfen hätte!";6
"6202";250;"Ob es nicht auch schon zu spät war?";8
"6203";251;"Der Heizer unterbrach sich zwar sofort, als er die bekannte Stimme hörte, aber mit seinen Augen, die ganz von Tränen der beleidigten Mannesehre, der schrecklichen Erinnerungen, der äußersten gegenwärtigen Not verdeckt waren, konnte er Karl schon nicht einmal mehr gut erkennen.";41
"6204";252;"Wie sollte er auch jetzt – Karl sah das schweigend vor dem jetzt Schweigenden wohl ein –, wie sollte er auch jetzt plötzlich seine Redeweise ändern, da es ihm doch schien, als hätte er alles, was zu sagen war, ohne die geringste Anerkennung schon vorgebracht und als habe er andererseits noch gar nichts gesagt und könne doch den Herren jetzt nicht zumuten, noch alles anzuhören.";63
"6205";253;"Und in einem solchen Zeitpunkt kommt noch Karl, sein einziger Anhänger, daher, will ihm gute Lehren geben, zeigt ihm aber statt dessen, daß alles, alles verloren ist.";27
"6206";254;"›Wäre ich früher gekommen, statt aus dem Fenster zu schauen!‹";10
"6207";255;"sagte sich Karl, senkte vor dem Heizer das Gesicht und schlug die Hände an die Hosennaht, zum Zeichen des Endes jeder Hoffnung.";22
"6208";256;"Aber der Heizer mißverstand das, witterte wohl in Karl irgendwelche geheimen Vorwürfe gegen sich, und in der guten Absicht, sie ihm auszureden, fing er zur Krönung seiner Taten mit Karl jetzt zu streiten an.";34
"6209";257;"Jetzt, wo doch die Herren am runden Tisch längst empört über den nutzlosen Lärm waren, der ihre wichtigen Arbeiten störte, wo der Hauptkassier allmählich die Geduld des Kapitäns unverständlich fand und zum sofortigen Ausbruch neigte, wo der Diener, ganz wieder in der Sphäre seiner Herren, den Heizer mit wildem Blicke maß, und wo endlich der Herr mit dem Bambusstöckchen, zu welchem sogar der Kapitän hie und da freundlich hinübersah, schon gänzlich abgestumpft gegen den Heizer, ja von ihm angewidert, ein kleines Notizbuch hervorzog und, offenbar mit ganz anderen Angelegenheiten beschäftigt, die Augen zwischen dem Notizbuch und Karl hin und her wandern ließ.";102
"6210";258;"»Ich weiß ja«, sagte Karl, der Mühe hatte, den jetzt gegen ihn gekehrten Schwall des Heizers abzuwehren, trotzdem aber quer durch allen Streit noch ein Freundeslächeln für ihn übrig hatte, »Sie haben recht, recht, ich habe ja nie daran gezweifelt.«";40
"6211";259;"Er hätte ihm gern aus Furcht vor Schlägen die herumfahrenden Hände gehalten, noch lieber allerdings ihn in einen Winkel gedrängt, um ihm ein paar leise, beruhigende Worte zuzuflüstern, die niemand sonst hätte hören müssen.";34
"6212";260;"Aber der Heizer war außer Rand und Band.";8
"6213";261;"Karl begann jetzt schon sogar aus dem Gedanken eine Art Trost zu schöpfen, daß der Heizer im Notfall mit der Kraft seiner Verzweiflung alle anwesenden sieben Männer bezwingen könne.";29
"6214";262;"Allerdings lag auf dem Schreibtisch, wie ein Blick dorthin lehrte, ein Aufsatz mit viel zu vielen Druckknöpfen der elektrischen Leitung; und eine Hand, einfach auf sie niedergedrückt, konnte das ganze Schiff mit allen seinen von feindlichen Menschen gefüllten Gängen rebellisch machen.";41
"6215";263;"Da trat der doch so uninteressierte Herr mit dem Bambusstöckchen auf Karl zu und fragte, nicht überlaut, aber deutlich über allem Geschrei des Heizers: »Wie heißen Sie denn eigentlich?«";29
"6216";264;"In diesem Augenblick, als hätte jemand hinter der Tür auf diese Äußerung des Herrn gewartet, klopfte es.";17
"6217";265;"Der Diener sah zum Kapitän hinüber, dieser nickte.";8
"6218";266;"Daher ging der Diener zur Tür und öffnete sie.";9
"6219";267;"Draußen stand in einem alten Kaiserrock ein Mann von mittleren Proportionen, seinem Ansehen nach nicht eigentlich zur Arbeit an den Maschinen geeignet, und war doch – Schubal.";26
"6220";268;"Wenn es Karl nicht an aller Augen erkannt hätte, die eine gewisse Befriedigung ausdrückten, von der nicht einmal der Kapitän frei war, er hätte es zu seinem Schrecken am Heizer sehen müssen, der die Fäuste an den gestrafften Armen so ballte, als sei diese Ballung das Wichtigste an ihm, dem er alles, was er an Leben habe, zu opfern bereit sei.";61
"6221";269;"Da steckte jetzt alle seine Kraft, auch die, welche ihn überhaupt aufrecht erhielt.";13
"6222";270;"Und da war also der Feind, frei und frisch im Festanzug, unter dem Arm ein Geschäftsbuch, wahrscheinlich die Lohnlisten und Arbeitsausweise des Heizers, und sah mit dem ungescheuten Zugeständnis, daß er die Stimmung jedes einzelnen vor allem feststellen wolle, in aller Augen der Reihe nach.";45
"6223";271;"Die sieben waren auch schon alle seine Freunde, denn wenn auch der Kapitän früher gewisse Einwände gegen ihn gehabt oder vielleicht nur vorgeschützt hatte, nach dem Leid, das ihm der Heizer angetan hatte, schien ihm wahrscheinlich an Schubal auch das geringste nicht mehr auszusetzen.";44
"6224";272;"Gegen einen Mann wie den Heizer konnte man nicht streng genug verfahren, und wenn dem Schubal etwas vorzuwerfen war, so war es der Umstand, daß er die Widerspenstigkeit des Heizers im Laufe der Zeit nicht so weit hatte brechen können, daß es dieser heute noch gewagt hatte, vor dem Kapitän zu erscheinen.";52
"6225";273;"Nun konnte man ja vielleicht noch annehmen, die Gegenüberstellung des Heizers und Schubals werde die ihr vor einem höheren Forum zukommende Wirkung auch vor den Menschen nicht verfehlen, denn wenn sich auch Schubal gut verstellen konnte, er mußte es doch durchaus nicht bis zum Ende aushalten können.";47
"6226";274;"Ein kurzes Aufblitzen seiner Schlechtigkeit sollte genügen, um sie den Herren sichtbar zu machen, dafür wollte Karl schon sorgen.";19
"6227";275;"Er kannte doch schon beiläufig den Scharfsinn, die Schwächen, die Launen der einzelnen Herren, und unter diesem Gesichtspunkt war die bisher hier verbrachte Zeit nicht verloren.";26
"6228";276;"Wenn nur der Heizer besser auf dem Platz gewesen wäre, aber der schien vollständig kampfunfähig.";15
"6229";277;"Wenn man ihm den Schubal hingehalten hätte, hätte er wohl dessen gehaßten Schädel mit den Fäusten aufklopfen können.";18
"6230";278;"Aber schon die paar Schritte zu ihm hinzugehen, war er wohl kaum imstande.";13
"6231";279;"Warum hatte denn Karl das so leicht Vorauszusehende nicht vorausgesehen, daß Schubal endlich kommen müsse, wenn nicht aus eigenem Antrieb, so vom Kapitän gerufen?";24
"6232";280;"Warum hatte er auf dem Herweg mit dem Heizer nicht einen genauen Kriegsplan besprochen, statt, wie sie es in Wirklichkeit getan hatten, heillos unvorbereitet einfach dort einzutreten, wo eine Tür war?";31
"6233";281;"Konnte der Heizer überhaupt noch reden, ja und nein sagen, wie es bei dem Kreuzverhör, das allerdings nur im günstigsten Fall bevorstand, nötig sein würde?";25
"6234";282;"Er stand da, die Beine auseinandergestellt, die Knie unsicher, den Kopf etwas gehoben, und die Luft verkehrte durch den offenen Mund, als gäbe es innen keine Lungen mehr, die sie verarbeiteten.";31
"6235";283;"Karl allerdings fühlte sich so kräftig und bei Verstand, wie er es vielleicht zu Hause niemals gewesen war.";18
"6236";284;"Wenn ihn doch seine Eltern sehen könnten, wie er in fremdem Land vor angesehenen Persönlichkeiten das Gute verfocht und, wenn er es auch noch nicht zum Siege gebracht hatte, so doch zur letzten Eroberung sich vollkommen bereitstellte!";37
"6237";285;"Würden sie ihre Meinung über ihn revidieren?";7
"6238";286;"Ihn zwischen sich niedersetzen und loben?";6
"6239";287;"Ihm einmal, einmal in die ihnen so ergebenen Augen sehn?";10
"6240";288;"Unsichere Fragen und ungeeignetster Augenblick, sie zu stellen!";8
"6241";289;"»Ich komme, weil ich glaube, daß mich der Heizer irgendwelcher Unredlichkeiten beschuldigt.";12
"6242";290;"Ein Mädchen aus der Küche sagte mir, sie hätte ihn auf dem Wege hierher gesehen.";15
"6243";291;"Herr Kapitän und Sie alle meine Herren, ich bin bereit, jede Beschuldigung an der Hand meiner Schriften, nötigenfalls durch Aussagen unvoreingenommener und unbeeinflußter Zeugen, die vor der Türe stehen, zu widerlegen.«";31
"6244";292;"So sprach Schubal.";3
"6245";293;"Das war allerdings die klare Rede eines Mannes, und nach der Veränderung in den Mienen der Zuhörer hätte man glauben können, sie hörten zum erstenmal nach langer Zeit wieder menschliche Laute.";31
"6246";294;"Sie bemerkten freilich nicht, daß selbst diese schöne Rede Löcher hatte.";11
"6247";295;"Warum war das erste sachliche Wort, das ihm einfiel, »Unredlichkeiten«?";10
"6248";296;"Hätte vielleicht die Beschuldigung hier einsetzen müssen, statt bei seinen nationalen Voreingenommenheiten?";12
"6249";297;"Ein Mädchen aus der Küche hatte den Heizer auf dem Weg ins Büro gesehen, und Schubal hatte sofort begriffen?";19
"6250";298;"War es nicht das Schuldbewußtsein, das ihm den Verstand schärfte?";10
"6251";299;"Und Zeugen hatte er gleich mitgebracht und nannte sie noch außerdem unvoreingenommen und unbeeinflußt?";14
"6252";300;"Gaunerei, nichts als Gaunerei!";4
"6253";301;"Und die Herren duldeten das und anerkannten es noch als richtiges Benehmen?";12
"6254";302;"Warum hatte er zweifellos sehr viel Zeit zwischen der Meldung des Küchenmädchens und seiner Ankunft hier verstreichen lassen?";18
"6255";303;"Doch zu keinem anderen Zwecke, als damit der Heizer die Herren so ermüde, daß sie allmählich ihre klare Urteilskraft verlören, welche Schubal vor allem zu fürchten hatte.";27
